IDtopic	ObsID	Taxon	Country	Mention	Topic	IDportrayal	Portrayal	Sentiment
28044	17543	elephant	India	While Kruger National Park is open to the general public, Sabi Sands admits access to only those with a reservation in one of its lodges to view the 70 species of mammals, 300 types of birds, and 57 kinds of reptiles found within its precincts. Unlike Kruger, Sabi Sands allows its rangers to go off track in search of the Big Five (lion, leopard, rhino, ELEPHANT  buffalo) that move freely between the unfenced bushes of the two reserves.	Ecotourism	36044	Exciting	0.625
28039	4950	wolf	United States	Conservationists, meanwhile, say policymakers need to have a greater appreciation for hybrid animals. When the Endangered Species Act was implemented in the 1970s, conventional wisdom was that hybridization between species — such as the WOLF and coyote — was rare and to be avoided.	Conservation	36039	Neutral	0.778
28034	6171	wolf	United Kingdom	Just then, I heard the fresh sound of sticks snapping as someone – or something – crept by. Opening the tent flap, I stared out across the foggy meadow below the Absaroka Mountains and then down at the ground, where a track from a large WOLF was freshly imprinted in the soil, mere inches from where I had been sleeping.	HWI	36034	Exciting	0.318
28032	6289	pangolin	South Africa	Prof. Jansen travelled to Middelburg to testify for the aggravation of sentence for Senior Mabena, who pleaded guilty to dealing in a protected species without permission.ALSO READ: PANGOLIN rescued from poachers at Kempton Park Engen garageHe said his main aim in testifying in these types of court cases was to educate the judicial system.	Exploitation	36032	Victim	0.494
28030	2251	shark	United States	“This bipartisan legislation is a sensible, non-partisan way for the U.S. to lead in shark conservation,” Whitney Webber, campaign director for responsible fishing at Oceana, said in a statement.“A national fin ban is something that both sides of the aisle can agree is good for our oceans, and good for the tourism jobs and businesses that depend on healthy SHARK populations.”The legislation has historically faced opposition from the shark fishing and seafood industry, who say that they should be allowed to sell and buy fins from sharks that are responsibly caught and used for other purposes.	Conservation	36030	Controversial	0.827
28028	5016	deer	United States	The hunt costs $50 for those drawn.Lake Panasoffkee, in Sumter County, has eight four-day archery hunts for DEER and hog on 8,676 acres.	Exploitation	36028	Exciting	0
28027	2781	tiger	United Kingdom	Serious and fatal incidents have occurred at zoos in China after visitors ignore warning and run risks.A previous report said tourists at Hefei Wildlife Zoo tried to put their hands on an electric fence at the TIGER enclosure in order to see the animals more clearly in 2017.	Zoo	36027	Other Portrayal	-0.691
28025	9551	pangolin	Philippines	Besides, he said job opportunities on the island were very limited, and pangolins command good prices that can help poor families like Dennis'.So when middlemen from nearby barangays asked him where to buy PANGOLINS  I pointed them to hunters, including Dennis.	Exploitation	36025	Valuable	0.66
28024	13177	shark	United States	Most ReadThe BBC reports that in 2013, Reunion banned water sports from most of its beaches following shark attacks on humans. Tiger SHARKS are common in the area, along with bull sharks and great whites.	Conservation	36024	Dangerous	-0.202
28020	6644	tiger	India	However, the sighting of the lone tiger in Gujarat has given hope to conservationists and forest officials, who have been searching for tiger presence in the state for the past year. All of us hope that the TIGER is tracked and monitored and this acts as the start of the future possibility of coexistence.	Conservation	36020	Resilient	0.572
28016	12484	deer	United States	Below is a news release from the Minnesota Department of Natural Resources.-----The Department of Natural Resources today issued an emergency rule that temporarily prohibits the movement of all farmed WHITE-TAILED DEER within the state.	HWI	36016	Dangerous	0.34
28015	4140	saola	United Kingdom	It is also feared to allow hunters easier access to the previously untouched forest of the saola, making them even more vulnerable. With saola being critically endangered, their small, dispersed population means that genetic inbreeding, loss of heterozygosity, skewed sex ratios and the difficult of male and females to find each other to mate means that the threat to the survival of the SAOLA is growing.	Exploitation	36015	Vulnerable	-0.802
28014	4141	saola	United Kingdom	What is being done? The SAOLA Working Group strives to conserve the saola, using the rare creature as a flagship for the conservation of the Annamite Mountains’ diverse animals as a whole.	PAs	36014	Vulnerable	0.103
28013	9924	pangolin	Australia	At that time, the Sea Pangolin was known from only three sites, though we knew informally that one additional population had recently been discovered. Even with undiscovered sites, the total habitat area available for the Sea PANGOLIN extends up to a generous potential maximum of 0.27km² (0.1 square miles).	Habitat Loss	36013	Resilient	0.586
28011	668	saola	United States	That’s because there are now so few left, they probably cannot find one another to breed.To deal with that problem, scientists say they need to start capturing SAOLAS and breeding them in captivity.	Threats	36011	Victim	-0.402
28009	2771	tiger	United Kingdom	The experience didn't seem to frighten the visitor the slightest as footage shown by local TV station captures him grinning when the beast approached him and started to bite on the sticks.The middle-aged man tries to retrieve his phone as a TIGER walks up to him across the fence.	Ecotourism	36009	Other Portrayal	0.548
28007	470	vulture	United Kingdom	It is therefore vital that once reintroduced populations are considered to be self-sustainable, they are again considered as important components of European avifauna.The Vulture Conservation Foundation (VCF) is committed to conservation, restoration and protection of vultures as umbrella species for their natural habitats throughout Europe, with Bearded VULTURE as a flagship species.	PAs	36007	Resilient	-0.258
28006	5618	pangolin	South Africa	During the search, the animal, with an estimated value of R400,000, was found. Preliminary investigation revealed that the suspects were about to sell the PANGOLIN for R20,000.	Exploitation	36006	Victim	0
28004	10996	elephant	Kenya	Incorporation of technology, strengthening specialised security units and capacity building with law enforcement personnel have also contributed to the decline in poaching. Currently, the use of population census and fitting of transmitters and transponders to ELEPHANT and rhino individuals, ear notching of individual rhinos and use of aircraft for monitoring wildlife security surveillance are part of technologies being used to enhance wildlife security.	Conservation	36004	Important	0.856
28001	1323	vulture	United States	White-tailed eagles may in addition also be expected to have a wider visual field compared to other raptor species, as this was found to be the case for the taxonomically related bald eagle (Haliaeetus leucocephalus) (Potier et al., 2018). Their visual field was found to be similar to those of VULTURES due to their aquatic foraging strategy (Potier et al., 2018).	Wildlife info	36001	Interesting	-0.465
